gene	ensg	gene_group	Family_count	Family_connection	PS3	BS3	External_Eval	Exclusion	Training_set
PEX6	ENSG00000124587	AAA ATPases	2	11	6	0	0	0	1
ACAD9	ENSG00000177646	Acyl-CoA dehydrogenase family	3	8	6	0	0	0	1
ALDOB	ENSG00000136872	Aldolases	1	1	6	0	0	0	1
MITF	ENSG00000187098	Basic helix-loop-helix proteins	1	9	6	0	0	0	1
TCF4	ENSG00000196628	Basic helix-loop-helix proteins	1	9	6	0	0	0	1
PRNP	ENSG00000171867	Blood group antigens	2	6	6	0	0	0	1
RAD50	ENSG00000113522	BRCA1 C complex	2	4	6	0	0	0	1
PRNP	ENSG00000171867	CD molecules	2	45	6	0	0	0	1
SERPING1	ENSG00000149131	Complement system regulators and receptors	2	6	6	0	0	0	1
F8	ENSG00000185010	Cupredoxin superfamily	2	2	6	0	0	0	1
RTEL1	ENSG00000258366	DEAH-box helicases	1	6	6	0	0	0	1
DNM1L	ENSG00000087470	Dynamin superfamily	1	2	6	0	0	0	1
CALM1	ENSG00000198668	EF-hand domain containing	3	23	6	0	0	0	1
EFEMP1	ENSG00000115380	Fibulins	1	3	6	0	0	0	1
PNPO	ENSG00000108439	Flavoproteins	1	42	6	0	0	0	1
ACAD9	ENSG00000177646	Flavoproteins	3	42	6	0	0	0	1
GABRG2	ENSG00000113327	Gamma-aminobutyric acid type A receptor subunits	1	6	6	0	0	0	1
G6PC1	ENSG00000131482	"Glucose 6-phosphatases, catalytic"	1	2	6	0	0	0	1
GNRHR	ENSG00000109163	Gonadotropin releasing hormone receptors	1	1	6	0	0	0	1
MCCC2	ENSG00000131844	Methylcrotonyl-CoA carboxylase subunits	1	2	6	0	0	0	1
MYH9	ENSG00000100345	MicroRNA protein coding host genes	2	114	6	0	0	0	1
ACAD9	ENSG00000177646	Mitochondrial complex I assembly complex	3	2	6	0	0	0	1
SDHAF2	ENSG00000167985	Mitochondrial respiratory chain complex assembly factors	1	19	6	0	0	0	1
RAD50	ENSG00000113522	MRN complex	2	3	6	0	0	0	1
F8	ENSG00000185010	Multicopper oxidase family	2	2	6	0	0	0	1
MYH9	ENSG00000100345	"Myosin heavy chains, class II"	2	5	6	0	0	0	1
MTM1	ENSG00000171100	Myotubularins	2	1	6	0	0	0	1
NEB	ENSG00000183091	Nebulin family	1	2	6	0	0	0	1
NBAS	ENSG00000151779	NRZ tethering complex	1	2	6	0	0	0	1
POMGNT1	ENSG00000085998	O-linked N-acetylglucosaminyltransferases	1	1	6	0	0	0	1
PARN	ENSG00000140694	PARN exonuclease family	2	2	6	0	0	0	1
PEX6	ENSG00000124587	Peroxins	2	9	6	0	0	0	1
MTM1	ENSG00000171100	Phosphoinositide phosphatases	2	6	6	0	0	0	1
CALM1	ENSG00000198668	Phosphorylase kinase subunits	3	5	6	0	0	0	1
CALM1	ENSG00000198668	Receptor ligands	3	19	6	0	0	0	1
PARN	ENSG00000140694	Ribosomal biogenesis factors	2	3	6	0	0	0	1
CBL	ENSG00000110395	Ring finger proteins	1	15	6	0	0	0	1
SERPING1	ENSG00000149131	Serpin peptidase inhibitors	2	5	6	0	0	0	1
SCN8A	ENSG00000196876	Sodium voltage-gated channel alpha subunits	1	8	6	0	0	0	1
STAR	ENSG00000147465	StAR related lipid transfer domain containing	1	1	6	0	0	0	1
SRD5A2	ENSG00000277893	Steroid 5-alpha reductase family	1	1	6	0	0	0	1
SOD1	ENSG00000142168	Superoxide dismutases	1	1	6	0	0	0	1
PRPH2	ENSG00000112619	Tetraspanins	1	1	6	0	0	0	1
OAT	ENSG00000065154	Transaminases	1	4	6	0	0	0	1
SPAST	ENSG00000021574	AAA ATPases	1	11	7	0	0	0	1
VCP	ENSG00000165280	AAA ATPases	2	11	7	0	0	0	1
ADAMTS13	ENSG00000160323	ADAM metallopeptidases with thrombospondin type 1 motif	1	1	7	0	0	0	1
NIPBL	ENSG00000164190	Armadillo like helical domain containing	1	30	7	0	0	0	1
ABCB4	ENSG00000005471	ATP binding cassette subfamily B	2	3	7	0	0	0	1
ATP1A3	ENSG00000105409	ATPase Na+/K+ transporting subunits	1	3	7	0	0	0	1
ABCB4	ENSG00000005471	ATPase phospholipid transporting	2	7	7	0	0	0	1
MPL	ENSG00000117400	CD molecules	2	45	7	0	0	0	1
CTC1	ENSG00000178971	CST complex	1	1	7	0	0	0	1
CYP11B1	ENSG00000160882	Cytochrome P450 family 11	1	3	7	0	0	0	1
DNM2	ENSG00000079805	Dynamins	3	2	7	0	0	0	1
EBF3	ENSG00000108001	Early B-cell factors	3	1	7	0	0	0	1
TREX1	ENSG00000213689	Exonucleases	2	3	7	0	0	0	1
MPL	ENSG00000117400	Fibronectin type III domain containing	2	17	7	0	0	0	1
MMACHC	ENSG00000132763	Flavoproteins	1	42	7	0	0	0	1
GBA1	ENSG00000177628	Glucosylceramidases	2	2	7	0	0	0	1
GRIN2B	ENSG00000273079	Glutamate ionotropic receptor NMDA type subunits	1	3	7	0	0	0	1
PYGM	ENSG00000068976	Glycogen phosphorylases	1	2	7	0	0	0	1
GBA1	ENSG00000177628	Glycoside hydrolase family	2	7	7	0	0	0	1
HYAL2	ENSG00000068001	Hyaluronidases	1	1	7	0	0	0	1
EBF3	ENSG00000108001	IPT domain containing	3	5	7	0	0	0	1
MANBA	ENSG00000109323	Mannosidases type beta	1	1	7	0	0	0	1
EBF3	ENSG00000108001	MicroRNA protein coding host genes	3	114	7	0	0	0	1
DNM2	ENSG00000079805	MicroRNA protein coding host genes	3	114	7	0	0	0	1
MAP2K1	ENSG00000169032	Mitogen-activated protein kinase kinases	1	2	7	0	0	0	1
MYL2	ENSG00000111245	"Myosin light chains, class 2"	1	1	7	0	0	0	1
NEU1	ENSG00000204386	Neuraminidases	1	1	7	0	0	0	1
DNM2	ENSG00000079805	Pleckstrin homology domain containing	3	16	7	0	0	0	1
KCNT1	ENSG00000107147	Potassium sodium-activated channel subfamily T 	1	2	7	0	0	0	1
TREX1	ENSG00000213689	SET complex	2	1	7	0	0	0	1
SMAD4	ENSG00000141646	SMAD family	1	3	7	0	0	0	1
CTNS	ENSG00000040531	Solute carrier family 66	1	1	7	0	0	0	1
TGFBR2	ENSG00000163513	Type 2 receptor serine/threonine kinases	1	2	7	0	0	0	1
VCP	ENSG00000165280	VCP-Ufd1-Npl4 complex subunits	2	1	7	0	0	0	1
XPC	ENSG00000154767	Xeroderma pigmentosum complementation groups	1	7	7	0	0	0	1
BCS1L	ENSG00000074582	AAA ATPases	2	11	8	0	0	0	1
PLA2G6	ENSG00000184381	Ankyrin repeat domain containing	3	22	8	0	0	0	1
TH	ENSG00000180176	Aromatic amino acid hydroxylase family	1	2	8	0	0	0	1
MMAB	ENSG00000139428	Cilia and flagella associated	1	9	8	0	0	0	1
CYP1B1	ENSG00000138061	Cytochrome P450 family 1	1	1	8	0	0	0	1
DUOX2	ENSG00000140279	Dual oxidase family	4	1	8	0	0	0	1
DUOX2	ENSG00000140279	EF-hand domain containing	4	23	8	0	0	0	1
FANCC	ENSG00000158169	FA complementation groups	2	14	8	0	0	0	1
FANCC	ENSG00000158169	FA core complex	2	5	8	0	0	0	1
COL1A2	ENSG00000164692	Fibrillar collagens	1	7	8	0	0	0	1
ETFDH	ENSG00000171503	Flavoproteins	1	42	8	0	0	0	1
CYBB	ENSG00000165168	Flavoproteins	2	42	8	0	0	0	1
DUOX2	ENSG00000140279	Flavoproteins	4	42	8	0	0	0	1
NDUFV1	ENSG00000167792	Flavoproteins	2	42	8	0	0	0	1
FOXI3	ENSG00000214336	Forkhead boxes	1	7	8	0	0	0	1
NAA10	ENSG00000102030	GCN5 related N-acetyltransferases	2	4	8	0	0	0	1
ALG1	ENSG00000033011	Glycosyl transferases group 1 domain containing	1	2	8	0	0	0	1
GFAP	ENSG00000131095	Intermediate filaments Type III	1	2	8	0	0	0	1
KIF1A	ENSG00000130294	Kinesins	2	8	8	0	0	0	1
TP63	ENSG00000073282	MicroRNA protein coding host genes	1	114	8	0	0	0	1
RPS19	ENSG00000105372	MicroRNA protein coding host genes	2	114	8	0	0	0	1
BCS1L	ENSG00000074582	Mitochondrial respiratory chain complex assembly factors	2	19	8	0	0	0	1
DUOX2	ENSG00000140279	NADH oxidase family	4	2	8	0	0	0	1
CYBB	ENSG00000165168	NADH oxidase family	2	2	8	0	0	0	1
NDUFV1	ENSG00000167792	NADH:ubiquinone oxidoreductase core subunits	2	9	8	0	0	0	1
NAA10	ENSG00000102030	N-alpha-acetyltransferase subunits	2	3	8	0	0	0	1
PLA2G6	ENSG00000184381	Patatin like phospholipase domain containing	3	2	8	0	0	0	1
PLA2G6	ENSG00000184381	Phospholipases	3	3	8	0	0	0	1
KIF1A	ENSG00000130294	Pleckstrin homology domain containing	2	16	8	0	0	0	1
NRAS	ENSG00000213281	RAS type GTPase family	1	6	8	0	0	0	1
RPS19	ENSG00000105372	S ribosomal proteins	2	5	8	0	0	0	1
TMPRSS3	ENSG00000160183	Scavenger receptor cysteine rich domain containing	2	2	8	0	0	0	1
STAT3	ENSG00000168610	SH2 domain containing	1	13	8	0	0	0	1
SLC25A20	ENSG00000178537	Solute carrier family 25	1	10	8	0	0	0	1
SLC26A2	ENSG00000155850	Solute carrier family 26	1	3	8	0	0	0	1
NPHS2	ENSG00000116218	Stomatin family	1	1	8	0	0	0	1
TUBB3	ENSG00000258947	Tubulins	1	10	8	0	0	0	1
TMPRSS3	ENSG00000160183	Type II transmembrane serine proteases	2	1	8	0	0	0	1
IVD	ENSG00000128928	Acyl-CoA dehydrogenase family	2	8	9	0	0	0	1
TRPV4	ENSG00000111199	Ankyrin repeat domain containing	2	22	9	0	0	0	1
FGFR3	ENSG00000068078	CD molecules	3	45	9	0	0	0	1
SPTA1	ENSG00000163554	EF-hand domain containing	2	23	9	0	0	0	1
IVD	ENSG00000128928	Flavoproteins	2	42	9	0	0	0	1
CHD7	ENSG00000171316	Helicases	3	2	9	0	0	0	1
FGFR3	ENSG00000068078	I-set domain containing	3	18	9	0	0	0	1
LIPA	ENSG00000107798	Lipases	1	4	9	0	0	0	1
EDA	ENSG00000158813	MicroRNA protein coding host genes	2	114	9	0	0	0	1
SDHC	ENSG00000143252	Mitochondrial complex II: succinate dehydrogenase subunits	1	4	9	0	0	0	1
SURF1	ENSG00000148290	Mitochondrial respiratory chain complex assembly factors	1	19	9	0	0	0	1
CHD7	ENSG00000171316	Myb/SANT domain containing	3	2	9	0	0	0	1
PCCB	ENSG00000114054	Propionyl-CoA carboxylase subunits	1	2	9	0	0	0	1
FGFR3	ENSG00000068078	Receptor tyrosine kinases	3	13	9	0	0	0	1
CHD7	ENSG00000171316	SNF2 related family	3	10	9	0	0	0	1
CLN3	ENSG00000188603	Solute carrier family 29	1	2	9	0	0	0	1
SPTA1	ENSG00000163554	Spectrins	2	5	9	0	0	0	1
SOX10	ENSG00000100146	SRY-box transcription factors	1	6	9	0	0	0	1
TRPV4	ENSG00000111199	Transient receptor potential cation channels	2	6	9	0	0	0	1
EDA	ENSG00000158813	Tumor necrosis factor superfamily	2	2	9	0	0	0	1
ADA2	ENSG00000093072	Adenosine deaminase family	1	4	10	0	0	0	1
ALDH5A1	ENSG00000112294	Aldehyde dehydrogenases	1	5	10	0	0	0	1
ABCC6	ENSG00000091262	ATP binding cassette subfamily C	1	5	10	0	0	0	1
PRF1	ENSG00000180644	C2 domain containing	1	5	10	0	0	0	1
NPHS1	ENSG00000161270	C2-set domain containing	3	1	10	0	0	0	1
CDH23	ENSG00000107736	Cadherin related	2	5	10	0	0	0	1
L1CAM	ENSG00000198910	CD molecules	4	45	10	0	0	0	1
ITGA2B	ENSG00000005961	CD molecules	3	45	10	0	0	0	1
GNPTAB	ENSG00000111670	EF-hand domain containing	1	23	10	0	0	0	1
NPHS1	ENSG00000161270	Fibronectin type III domain containing	3	17	10	0	0	0	1
L1CAM	ENSG00000198910	Fibronectin type III domain containing	4	17	10	0	0	0	1
TTR	ENSG00000118271	Gla domain containing	1	6	10	0	0	0	1
GRIN2A	ENSG00000183454	Glutamate ionotropic receptor NMDA type subunits	1	3	10	0	0	0	1
TSHR	ENSG00000165409	Glycoprotein hormone receptors	1	3	10	0	0	0	1
GUSB	ENSG00000169919	Glycoside hydrolase family	1	7	10	0	0	0	1
L1CAM	ENSG00000198910	Ig-like cell adhesion molecule family	4	3	10	0	0	0	1
ITGA2B	ENSG00000005961	Integrin alpha subunits	3	2	10	0	0	0	1
L1CAM	ENSG00000198910	I-set domain containing	4	18	10	0	0	0	1
CDH23	ENSG00000107736	MicroRNA protein coding host genes	2	114	10	0	0	0	1
ITGA2B	ENSG00000005961	Protein phosphatase 1 regulatory subunits	3	19	10	0	0	0	1
SCN2A	ENSG00000136531	Sodium voltage-gated channel alpha subunits	1	8	10	0	0	0	1
NPHS1	ENSG00000161270	V-set domain containing	3	5	10	0	0	0	1
ACADS	ENSG00000122971	Acyl-CoA dehydrogenase family	2	8	11	0	0	0	1
ALDH7A1	ENSG00000164904	Aldehyde dehydrogenases	1	5	11	0	0	0	1
ATP1A2	ENSG00000018625	ATPase Na+/K+ transporting subunits	1	3	11	0	0	0	1
BEST1	ENSG00000167995	Bestrophins	1	1	11	0	0	0	1
COL7A1	ENSG00000114270	Collagens	3	4	11	0	0	0	1
CNGA3	ENSG00000144191	Cyclic nucleotide gated channels	1	4	11	0	0	0	1
CYP27A1	ENSG00000135929	Cytochrome P450 family 27	1	2	11	0	0	0	1
USH2A	ENSG00000042781	Fibronectin type III domain containing	2	17	11	0	0	0	1
COL7A1	ENSG00000114270	Fibronectin type III domain containing	3	17	11	0	0	0	1
ACADS	ENSG00000122971	Flavoproteins	2	42	11	0	0	0	1
FOXC1	ENSG00000054598	Forkhead boxes	1	7	11	0	0	0	1
COL7A1	ENSG00000114270	MicroRNA protein coding host genes	3	114	11	0	0	0	1
DMD	ENSG00000198947	MicroRNA protein coding host genes	2	114	11	0	0	0	1
SDHD	ENSG00000204370	Mitochondrial complex II: succinate dehydrogenase subunits	1	4	11	0	0	0	1
ADSL	ENSG00000239900	Purinosome	1	1	11	0	0	0	1
THRB	ENSG00000151090	Thyroid hormone receptors	1	2	11	0	0	0	1
TPM1	ENSG00000140416	Tropomyosins	1	3	11	0	0	0	1
USH2A	ENSG00000042781	USH2 complex	2	1	11	0	0	0	1
BTD	ENSG00000169814	Vanin family	1	1	11	0	0	0	1
DMD	ENSG00000198947	Zinc fingers ZZ-type	2	3	11	0	0	0	1
CACNA1A	ENSG00000141837	Calcium voltage-gated channel alpha1 subunits	1	7	12	0	0	0	1
CYP17A1	ENSG00000148795	Cytochrome P450 family 17	1	1	12	0	0	0	1
COL1A1	ENSG00000108821	Fibrillar collagens	1	7	12	0	0	0	1
AGL	ENSG00000162688	Glycoside hydrolase family	1	7	12	0	0	0	1
HEXB	ENSG00000049860	Hexosaminidases	1	2	12	0	0	0	1
COL4A5	ENSG00000188153	Network forming collagens	1	4	12	0	0	0	1
RHO	ENSG00000163914	Opsin receptors	1	1	12	0	0	0	1
PCCA	ENSG00000175198	Propionyl-CoA carboxylase subunits	1	2	12	0	0	0	1
WAS	ENSG00000015285	Wiskott-Aldrich Syndrome protein family	1	2	12	0	0	0	1
GAMT	ENSG00000130005	7BS small molecule methyltransferases	2	2	13	0	0	0	1
ALDH3A2	ENSG00000072210	Aldehyde dehydrogenases	1	5	13	0	0	0	1
RET	ENSG00000165731	Cadherin related	2	5	13	0	0	0	1
BMPR1A	ENSG00000107779	CD molecules	2	45	13	0	0	0	1
COL3A1	ENSG00000168542	Fibrillar collagens	2	7	13	0	0	0	1
COL3A1	ENSG00000168542	MicroRNA protein coding host genes	2	114	13	0	0	0	1
SLC12A3	ENSG00000070915	MicroRNA protein coding host genes	2	114	13	0	0	0	1
RAF1	ENSG00000132155	Mitogen-activated protein kinase kinase kinases	2	4	13	0	0	0	1
RAF1	ENSG00000132155	RAF family	2	2	13	0	0	0	1
RET	ENSG00000165731	Receptor tyrosine kinases	2	13	13	0	0	0	1
SERPINA1	ENSG00000197249	Serpin peptidase inhibitors	1	5	13	0	0	0	1
GAMT	ENSG00000130005	Small molecule methyltransferases	2	4	13	0	0	0	1
SCN4A	ENSG00000007314	Sodium voltage-gated channel alpha subunits	1	8	13	0	0	0	1
SLC12A3	ENSG00000070915	Solute carrier family 12	2	3	13	0	0	0	1
BMPR1A	ENSG00000107779	Type 1 receptor serine/threonine kinases	2	5	13	0	0	0	1
CHRNE	ENSG00000108556	Cholinergic receptors nicotinic subunits	1	5	14	0	0	0	1
PPT1	ENSG00000131238	Depalmitoylases	1	1	14	0	0	0	1
TYR	ENSG00000077498	Tyrosinase family	1	2	14	0	0	0	1
ADA	ENSG00000196839	Adenosine deaminase family	1	4	15	0	0	0	1
ENG	ENSG00000106991	CD molecules	1	45	15	0	0	0	1
DYSF	ENSG00000135636	Ferlin family	1	2	15	0	0	0	1
MC4R	ENSG00000166603	Melanocortin receptors	1	3	15	0	0	0	1
KCNJ2	ENSG00000123700	Potassium inwardly rectifying channel subfamily J	1	5	15	0	0	0	1
PDHA1	ENSG00000131828	Pyruvate dehydrogenase complex	1	3	15	0	0	0	1
TNNI3	ENSG00000129991	Troponin complex subunits	1	4	15	0	0	0	1
PDGFRB	ENSG00000113721	CD molecules	3	45	16	0	0	0	1
GJB1	ENSG00000169562	Gap junction proteins	1	6	16	0	0	0	1
PDGFRB	ENSG00000113721	I-set domain containing	3	18	16	0	0	0	1
AR	ENSG00000169083	Nuclear receptor subfamily 3 group C	1	2	16	0	0	0	1
PDGFRB	ENSG00000113721	Receptor tyrosine kinases	3	13	16	0	0	0	1
CAPN3	ENSG00000092529	Calpains	2	2	17	0	0	0	1
CLCN1	ENSG00000188037	Chloride voltage-gated channels	1	7	17	0	0	0	1
CAPN3	ENSG00000092529	EF-hand domain containing	2	23	17	0	0	0	1
PIK3CA	ENSG00000121879	Phosphatidylinositol 3-kinase family	1	2	17	0	0	0	1
HRAS	ENSG00000174775	RAS type GTPase family	1	6	17	0	0	0	1
RIT1	ENSG00000143622	RAS type GTPase family	1	6	17	0	0	0	1
FGFR2	ENSG00000066468	CD molecules	3	45	19	0	0	0	1
FGFR2	ENSG00000066468	I-set domain containing	3	18	19	0	0	0	1
FGFR2	ENSG00000066468	Receptor tyrosine kinases	3	13	19	0	0	0	1
ACADM	ENSG00000117054	Acyl-CoA dehydrogenase family	2	8	20	0	0	0	1
ACADM	ENSG00000117054	Flavoproteins	2	42	20	0	0	0	1
DSP	ENSG00000096696	Plakins	1	2	20	0	0	0	1
BRAF	ENSG00000157764	Mitogen-activated protein kinase kinase kinases	2	4	21	0	0	0	1
BRAF	ENSG00000157764	RAF family	2	2	21	0	0	0	1
SLC2A1	ENSG00000117394	Solute carrier family 2	1	3	21	0	0	0	1
TGM1	ENSG00000092295	Transglutaminases	1	2	21	0	0	0	1
ABCC8	ENSG00000006071	ATP binding cassette subfamily C	1	5	22	0	0	0	1
NAGLU	ENSG00000108784	Glycoside hydrolase family	1	7	22	0	0	0	1
IDS	ENSG00000010404	Sulfatases	1	7	22	0	0	0	1
ACVRL1	ENSG00000139567	Type 1 receptor serine/threonine kinases	1	5	22	0	0	0	1
SGSH	ENSG00000181523	Sulfatases	1	7	23	0	0	0	1
CASR	ENSG00000036828	Calcium sensing receptors	1	1	25	0	0	0	1
PMM2	ENSG00000140650	HAD Asp-based non-protein phosphatases	1	2	25	0	0	0	1
SCN1A	ENSG00000144285	Sodium voltage-gated channel alpha subunits	1	8	25	0	0	0	1
NBN	ENSG00000104320	BRCA1 C complex	2	4	26	0	0	0	1
HEXA	ENSG00000213614	Hexosaminidases	1	2	26	0	0	0	1
NBN	ENSG00000104320	MRN complex	2	3	26	0	0	0	1
GCDH	ENSG00000105607	Acyl-CoA dehydrogenase family	2	8	27	0	0	0	1
GCDH	ENSG00000105607	Flavoproteins	2	42	27	0	0	0	1
SDHA	ENSG00000073578	Flavoproteins	2	42	27	0	0	0	1
SDHA	ENSG00000073578	Mitochondrial complex II: succinate dehydrogenase subunits	2	4	27	0	0	0	1
GALC	ENSG00000054983	Glycoside hydrolase family	1	7	28	0	0	0	1
LZTR1	ENSG00000099949	BTB domain containing	1	5	29	0	0	0	1
GALT	ENSG00000213930	Histidine triad superfamily	1	4	30	0	0	0	1
GLB1	ENSG00000170266	Galactosidases beta	1	1	33	0	0	0	1
ACADVL	ENSG00000072778	Acyl-CoA dehydrogenase family	2	8	40	0	0	0	1
ACADVL	ENSG00000072778	Flavoproteins	2	42	40	0	0	0	1
LMNA	ENSG00000160789	Lamins	1	2	41	0	0	0	1
MYH7	ENSG00000092054	MicroRNA protein coding host genes	2	114	44	0	0	0	1
MYH7	ENSG00000092054	"Myosin heavy chains, class II"	2	5	44	0	0	0	1
ABCA4	ENSG00000198691	ATP binding cassette subfamily A	2	4	46	0	0	0	1
ABCA4	ENSG00000198691	ATPase phospholipid transporting	2	7	46	0	0	0	1
RYR1	ENSG00000196218	Protein phosphatase 1 regulatory subunits	2	19	69	0	0	0	1
RYR1	ENSG00000196218	Ryanodine receptors	2	2	69	0	0	0	1
GALNS	ENSG00000141012	Sulfatases	1	7	87	0	0	0	1
NF1	ENSG00000196712	Armadillo like helical domain containing	1	30	88	0	0	0	1
PAH	ENSG00000171759	Aromatic amino acid hydroxylase family	1	2	99	0	0	0	1
GAA	ENSG00000171298	Glycoside hydrolase family 31	1	2	111	0	0	0	1
ANKRD1	ENSG00000148677	Ankyrin repeat domain containing	1	22	0	1	0	0	1
LRRK2	ENSG00000188906	Armadillo like helical domain containing	2	30	0	1	0	0	1
DNAI2	ENSG00000171595	"Dyneins, axonemal outer arm complex subunits"	2	3	0	1	0	0	1
FBLN5	ENSG00000140092	Fibulins	1	3	0	1	0	0	1
PPOX	ENSG00000143224	Flavoproteins	1	42	0	1	0	0	1
NOTCH2	ENSG00000134250	Notch receptors	1	3	0	1	0	0	1
SNTA1	ENSG00000101400	PDZ domain containing	1	10	0	1	0	0	1
PSMB8	ENSG00000204264	Proteasome	1	1	0	1	0	0	1
LRRK2	ENSG00000188906	ROCO family	2	1	0	1	0	0	1
WDR36	ENSG00000134987	UTPb subcomplex	2	1	0	1	0	0	1
DNAI2	ENSG00000171595	WD repeat domain containing	2	26	0	1	0	0	1
WDR36	ENSG00000134987	WD repeat domain containing	2	26	0	1	0	0	1
GLI2	ENSG00000074047	Zinc fingers C2H2-type	1	15	0	1	0	0	1
SMO	ENSG00000128602	"G protein-coupled receptors, Class F frizzled"	1	3	1	1	0	0	1
NPC2	ENSG00000119655	MD-2 related lipid recognition domain containing	2	1	1	1	0	0	1
NPC2	ENSG00000119655	MicroRNA protein coding host genes	2	114	1	1	0	0	1
SLC2A10	ENSG00000197496	Solute carrier family 2	1	3	1	1	0	0	1
CHRNB2	ENSG00000160716	Cholinergic receptors nicotinic subunits	1	5	2	1	0	0	1
FGF8	ENSG00000107831	Fibroblast growth factor family	2	3	2	1	0	0	1
LDB3	ENSG00000122367	LIM domain containing	2	5	2	1	0	0	1
LDB3	ENSG00000122367	PDZ domain containing	2	10	2	1	0	0	1
PSEN2	ENSG00000143801	Peptidase family A22	1	2	2	1	0	0	1
FGF8	ENSG00000107831	Receptor ligands	2	19	2	1	0	0	1
ABCA1	ENSG00000165029	ATP binding cassette subfamily A	2	4	3	1	0	0	1
ATP8B1	ENSG00000081923	ATPase phospholipid transporting	1	7	3	1	0	0	1
ABCA1	ENSG00000165029	ATPase phospholipid transporting	2	7	3	1	0	0	1
TNFRSF1A	ENSG00000067182	CD molecules	2	45	3	1	0	0	1
CYP4F22	ENSG00000171954	Cytochrome P450 family 4	1	2	3	1	0	0	1
HBA1	ENSG00000206172	Hemoglobin subunits	2	4	3	1	0	0	1
LRP5	ENSG00000162337	Low density lipoprotein receptors	1	3	3	1	0	0	1
NKX2-5	ENSG00000183072	NKL subclass homeoboxes and pseudogenes	1	3	3	1	0	0	1
HBA1	ENSG00000206172	Proteins encoded by multiple genes	2	3	3	1	0	0	1
TNFRSF1A	ENSG00000067182	Tumor necrosis factor receptor superfamily	2	4	3	1	0	0	1
DSG2	ENSG00000046604	Desmosomal cadherins	1	2	4	1	0	0	1
ETV6	ENSG00000139083	ETS transcription factor family	1	4	4	1	0	0	1
FMO3	ENSG00000007933	Flavin containing monooxygenases	3	1	4	1	0	0	1
FMO3	ENSG00000007933	Flavoproteins	3	42	4	1	0	0	1
FMO3	ENSG00000007933	MicroRNA protein coding host genes	3	114	4	1	0	0	1
AIRE	ENSG00000160224	PHD finger proteins	2	8	4	1	0	0	1
AIRE	ENSG00000160224	SAND domain containing	2	2	4	1	0	0	1
HSD3B2	ENSG00000203859	Short chain dehydrogenase/reductase superfamily	1	13	4	1	0	0	1
POR	ENSG00000127948	Flavoproteins	3	42	5	1	0	0	1
IKBKG	ENSG00000269335	IKK complex	2	2	5	1	0	0	1
POR	ENSG00000127948	MicroRNA protein coding host genes	3	114	5	1	0	0	1
POR	ENSG00000127948	Small nucleolar RNA protein coding host genes	3	14	5	1	0	0	1
IKBKG	ENSG00000269335	Zinc fingers C2HC-type	2	2	5	1	0	0	1
ANO5	ENSG00000171714	Anoctamins	1	3	6	1	0	0	1
POLE	ENSG00000177084	DNA polymerases	1	6	6	1	0	0	1
TGFBR1	ENSG00000106799	Type 1 receptor serine/threonine kinases	1	5	6	1	0	0	1
CACNA1C	ENSG00000151067	Calcium voltage-gated channel alpha1 subunits	1	7	7	1	0	0	1
SOS1	ENSG00000115904	Dbl family Rho GEFs	2	5	7	1	0	0	1
DCLRE1C	ENSG00000152457	DNA cross-link repair family	1	1	7	1	0	0	1
SOS1	ENSG00000115904	Pleckstrin homology domain containing	2	16	7	1	0	0	1
PRSS1	ENSG00000204983	Serine proteases	1	3	7	1	0	0	1
SLC37A4	ENSG00000137700	Solute carrier family 37	1	1	7	1	0	0	1
MYO7A	ENSG00000137474	A-kinase anchoring proteins	3	3	9	1	0	0	1
BAG3	ENSG00000151929	BAG cochaperones	1	1	9	1	0	0	1
MYO7A	ENSG00000137474	FERM domain containing	3	9	9	1	0	0	1
MPZ	ENSG00000158887	Ig-like cell adhesion molecule family	2	3	9	1	0	0	1
MYO7A	ENSG00000137474	"Myosin heavy chains, class VII"	3	1	9	1	0	0	1
HSD17B4	ENSG00000133835	Short chain dehydrogenase/reductase superfamily	1	13	9	1	0	0	1
MPZ	ENSG00000158887	V-set domain containing	2	5	9	1	0	0	1
ITGB3	ENSG00000259207	CD molecules	2	45	10	1	0	0	1
FLCN	ENSG00000154803	DENN domain containing	1	2	10	1	0	0	1
TTN	ENSG00000155657	Fibronectin type III domain containing	3	17	10	1	0	0	1
ITGB3	ENSG00000259207	Integrin beta subunits	2	2	10	1	0	0	1
DES	ENSG00000175084	Intermediate filaments Type III	1	2	10	1	0	0	1
TTN	ENSG00000155657	I-set domain containing	3	18	10	1	0	0	1
MAN2B1	ENSG00000104774	Mannosidases alpha class 2	1	1	10	1	0	0	1
TTN	ENSG00000155657	Myosin light chain kinase family	3	2	10	1	0	0	1
KRAS	ENSG00000133703	RAS type GTPase family	1	6	10	1	0	0	1
LPL	ENSG00000175445	Lipases	1	4	11	1	0	0	1
ERCC2	ENSG00000104884	DEAH-box helicases	4	6	12	1	0	0	1
ERCC2	ENSG00000104884	ERCC excision repair associated	4	7	12	1	0	0	1
ERCC2	ENSG00000104884	General transcription factor IIH complex subunits	4	2	12	1	0	0	1
SLC6A8	ENSG00000130821	Solute carrier family 6	1	4	12	1	0	0	1
ERCC2	ENSG00000104884	Xeroderma pigmentosum complementation groups	4	7	12	1	0	0	1
TERT	ENSG00000164362	Telomerase holoenzyme subunits	1	2	14	1	0	0	1
DICER1	ENSG00000100697	Endoribonucleases	3	3	18	1	0	0	1
